track,artistname,artist_count,releasedyear,releasedmonth,releasedday,spotify_playlists,spotify_charts,streams,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,country_mb,tags_lastfm
talking to the moon,bruno mars,1,2010,10,4,7109,2,1062956628,5,0,862,0,0,146,c#,minor,52,7,61,51,0,11,3,united states,pop; rnb; male vocalists; r&b; slow jams; bruno mars; soul; american; singer-songwriter; seen live; funk; reggae; hip-hop; indie; romantic; rock; bruno; hip hop; usa; pop rock; alternative; male vocalist; blues; dance; rhythm and blues; hawaii; 2010s; sexy; soft rock; grenade; folk; acoustic; english; hawaiian; r'n'b
just the way you are,bruno mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,f,major,63,46,85,1,0,9,5,united states,pop; rnb; male vocalists; r&b; slow jams; bruno mars; soul; american; singer-songwriter; seen live; funk; reggae; hip-hop; indie; romantic; rock; bruno; hip hop; usa; pop rock; alternative; male vocalist; blues; dance; rhythm and blues; hawaii; 2010s; sexy; soft rock; grenade; folk; acoustic; english; hawaiian; r'n'b
smokin out the window,"bruno mars, anderson .paak, silk sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,0,82,d,major,63,85,62,6,0,35,4,nan,nan
leave the door open,"bruno mars, anderson .paak, silk sonic",3,2021,3,5,14417,0,1115880852,237,123,569,0,10,148,f,major,59,72,62,18,0,9,3,nan,nan
take two,bts,1,2023,6,9,674,47,118482347,20,106,25,4,78,93,g,major,62,57,59,3,0,38,3,nan,nan
born singer,bts,1,2022,6,10,279,0,79095270,0,18,6,0,0,158,g#,minor,60,68,84,4,0,24,11,nan,nan
permission to dance,bts,1,2021,7,9,1801,2,608334048,77,134,74,0,2,125,a,major,70,65,74,1,0,34,4,nan,nan
butter,bts,1,2021,5,21,4779,6,1143647827,180,135,223,0,5,110,g#,major,79,70,36,0,0,6,11,nan,nan
dynamite,bts,1,2020,8,21,8528,5,1692897992,239,163,583,0,,114,f#,minor,75,74,77,1,0,9,10,nan,nan
run bts,bts,1,2022,6,10,736,0,330881149,5,132,17,0,3,77,g#,major,72,70,82,2,0,4,17,nan,nan
for youth,bts,1,2022,6,10,327,0,114546317,5,40,12,0,0,117,d,major,63,29,51,43,0,25,4,nan,nan
yet to come,bts,1,2022,6,10,829,0,302006641,32,110,26,0,0,172,c#,major,56,68,89,4,0,33,19,nan,nan
dreamers [music from the fifa world cup qatar 2022 official soundtrack],"bts, jung kook, fifa sound",3,2022,11,20,889,20,323358833,11,78,35,0,21,115,nan,major,71,34,88,16,0,44,4,nan,nan
a holly jolly christmas - single version,burl ives,1,1952,1,1,7930,0,395591396,108,120,73,0,0,140,nan,major,67,81,36,64,0,15,3,united states,folk; oldies; christmas; male vocalists; golden oldies; country; 50s; burl ives; 60s; american; easy listening; vocal; usa; 40s; male vocalist; crooners; male country; male; rock; classic; 70s; comedy; world music; crooner; disney; childhood; vocalist; deceased; irish folk; all; post grunge; christmas music; traditional folk; narrator; the forties; folk-country; xmas fun; old school cartoons; old school disney; jazz; soul; 80s; alternative; alternative rock; dead; emo; hard rock; folk-pop; film; retro; male vocal; whimsical; xmas; composer; like; fun; smooth jazz; grammy; post-grunge; favorite; emocore; food; 1950s; actor; illinois; beardy; pacific northwest; gemini; 30s; classic pop; cast recordings; sea shanties; drunken sailor; myjukebox; 1940s; author; songs about dogs; communist; music for dad; north america; folk music; goober; menvox; good christmas; academy award winner; burl icle ivanhoe ives; rock-folk; warm and mellow; granny; true american; oscar winner; tv-movies; hunt city; weeziemix; too much fun; need to rate; ferraille; moje standards; vintage music; 14 june
last last,burna boy,1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,d#,minor,80,55,56,13,0,8,9,nan,nan
alone,burna boy,1,2022,11,4,782,2,96007391,27,18,32,1,0,90,e,minor,61,32,67,15,0,11,5,nan,nan
andrea,"buscabulla, bad bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,c#,minor,80,45,62,76,0,10,38,nan,nan
belly dancer,"byor, imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,c#,major,85,42,80,6,0,17,14,nan,nan
demasiadas mujeres,c. tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,a,minor,67,37,46,13,0,10,39,nan,nan
one kiss (with dua lipa),"calvin harris, dua lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,,124,a,minor,79,59,86,4,0,8,11,nan,nan
potion (with dua lipa & young thug),"calvin harris, dua lipa, young thug",3,2022,5,27,3983,0,190625045,73,45,119,0,0,100,b,minor,82,76,70,16,0,8,5,nan,nan
miracle (with ellie goulding),"calvin harris, ellie goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,a,major,64,31,87,4,4,8,4,nan,nan
"stay with me (with justin timberlake, halsey, & pharrell)","calvin harris, halsey, pharrell williams, justin timberlake",4,2022,7,15,3113,0,123473120,54,6,124,1,0,126,a,major,81,90,73,28,0,29,4,nan,nan
bam bam (feat. ed sheeran),"camila cabello, ed sheeran",2,2022,3,4,6111,4,756907987,185,40,492,9,35,95,g#,major,76,96,70,18,0,33,4,nan,nan
psychofreak (feat. willow),"camila cabello, willow",2,2022,4,7,918,0,75476209,24,0,52,0,0,180,g,minor,63,45,64,34,0,9,8,nan,nan
primera cita,carin leon,1,2022,4,20,266,27,77309611,6,40,6,6,202,158,a#,major,54,50,40,61,0,10,6,nan,nan
que vuelvas,"carin leon, grupo frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,a#,major,49,78,64,19,0,11,4,nan,nan
shorty party,"cartel de santa, la kelly",2,2023,3,4,432,12,162887075,8,14,12,2,33,96,d,major,93,47,47,33,0,10,36,nan,nan
doja,central cee,1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,f#,major,91,97,57,38,0,40,29,nan,nan
let go,central cee,1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,d,minor,74,51,45,86,0,21,38,nan,nan
slomo,chanel,1,2021,12,24,1211,0,65719930,31,0,19,0,2,105,c#,minor,73,59,81,13,0,9,6,united kingdom,house; female vocalists; chillout; funky house; ambient; electronic; female; electronica; dance; party; soul; british; techno; club; deep house; cool; club music; trance; trip-hop; jazz; pop; sexy; uk; cafe del mar; urban; beautiful; melodic; lounge; atmospheric; summer; melancholy; melancholic; relaxing; hypnotic; super; buy; melodic trance; ballad; female vocal; night music; relax; melody; relaxation; dream; ibiza; chanteuses; dreaming; classic tracks; alternative soul; myjukebox; now playing; dream trance; spoko; hed kandi; spotify; club cafe; ibiza trance; only relax; light trance; chanel; relaxing trance; trance del mar; ghetto bloods; dream cafe; sweet funk; brooklyn funk essentials; soul diva; radio 16; dream del mar; smutna; relax trance; before going out; relaxing cafe; club funky; cool2; del mar; stuff i need; relax dance; cheetah girls; sexy female; relaxing del mar; trance ballads; dream-trance-dance; este; aerobic-relax; aerobic relax; cool3; beautiful ibiza; gambri; cool7644191
that's hilarious,charlie puth,1,2022,4,8,686,2,146363130,11,6,12,0,15,108,f#,major,71,55,44,74,0,11,6,united states,pop; rnb; soul; r&b; male vocalists; singer/songwriter; singer-songwriter; usa; pop rock; american; all; electronic; seen live; british; sexy; dance-pop; modern; adult contemporary; funky; a cappella; gay; comedy; doo-wop; 4 stars; new jersey; united states; 2015; one hit wonder; synth funk; spotify; contemporary rnb; funktronica; pop soul; r&b/soul; strong voice; fucking horrible; pop/r&b; charlie puth; not k-pop; my-discovery-channel; i heard this artist before; bad eyebrows; music for people named mackenzie; cringewave; rumson
light switch,charlie puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,f#,major,69,91,63,11,0,9,31,united states,pop; rnb; soul; r&b; male vocalists; singer/songwriter; singer-songwriter; usa; pop rock; american; all; electronic; seen live; british; sexy; dance-pop; modern; adult contemporary; funky; a cappella; gay; comedy; doo-wop; 4 stars; new jersey; united states; 2015; one hit wonder; synth funk; spotify; contemporary rnb; funktronica; pop soul; r&b/soul; strong voice; fucking horrible; pop/r&b; charlie puth; not k-pop; my-discovery-channel; i heard this artist before; bad eyebrows; music for people named mackenzie; cringewave; rumson
left and right (feat. jung kook of bts),"charlie puth, bts, jung kook",3,2022,6,24,3107,39,720434240,38,0,4,0,0,101,d,major,88,72,59,62,0,9,3,nan,nan
out out (feat. charli xcx & saweetie),"charli xcx, jax jones, joel corry, saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,g#,minor,79,79,84,2,0,5,5,nan,nan
swim,chase atlantic,1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,g#,major,67,8,54,27,0,8,4,nan,nan
me porto bonito,"chencho corleone, bad bunny",2,2022,5,6,8870,43,1440757818,104,120,141,26,49,92,c#,minor,91,43,71,9,0,9,8,nan,nan
desesperados,"chencho corleone, rauw alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,c#,minor,87,51,69,36,0,9,8,nan,nan
do it to it,"cherish, acraze",2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,b,minor,85,64,81,2,5,7,9,nan,nan
me and your mama,childish gambino,1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,f,major,56,25,45,1,3,7,3,united states,hip-hop; rap; seen live; indie; underground hip-hop; hip hop; american; funk; rnb; alternative hip-hop; soul; underground hip hop; alternative; alternative hip hop; donald glover; childish gambino; experimental; alternative rap; pop; electronic; pop rap; swag; hipster rap; usa; psychedelic; indie rap; psychedelic soul; dope; comedy; nerdcore; underground; hipster; hipster hop; gambino; dance; underground rap; california; male vocalists; experimental hip-hop; seen live x2; west coast hip-hop; derrick comedy
el gordo trae el mando,chino pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140,g,minor,74,96,80,18,0,5,5,nan,nan
under the influence,chris brown,1,2019,10,4,3859,26,929964809,133,181,3,0,,117,a,minor,73,31,69,6,0,11,4,united states,rnb; hip-hop; chris brown; rap; hip hop; pop; r&b; male vocalists; dance; american; woman beater; soul; r and b; urban; seen live; sexy; rhythm and blues; r'n'b; love; chris; wife beater; electronic; 00s; rihanna; male vocalist; r n b; party; douchebag; hot; asshole; favorite; officially shit; hiphop; virginia; black music; r & b
nostï¿½ï¿½l,"chris brown, rvssian, rauw alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,16,98,a,minor,73,60,85,17,0,24,5,nan,nan
yellow,chris molitor,1,1999,1,1,31358,43,1755214421,196,2,"4,053",5,0,173,b,major,43,28,66,0,0,23,3,nan,nan
driving home for christmas - 2019 remaster,chris rea,1,1986,1,1,888,0,429504768,50,0,6,0,0,180,a,major,51,87,58,36,0,18,4,united kingdom,rock; blues; classic rock; soft rock; singer-songwriter; blues rock; british; 80s; chris rea; pop; guitar; male vocalists; seen live; pop rock; jazz; 70s; 90s; guitar virtuoso; adult contemporary; blues-rock; english; uk; christmas; male vocalist; melodic rock; soft-rock; hard rock; easy listening; romantic; acoustic; aor
ya no somos ni seremos,christian nodal,1,2022,2,18,866,16,319757142,27,84,32,7,11,140,g,major,59,73,45,44,0,34,3,nan,nan
run rudolph run - single version,chuck berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,g,minor,69,94,71,79,0,7,8,united states,rock and roll; classic rock; blues; rock n roll; rock; rockabilly; oldies; 50s; american; guitar; 60s; seen live; rock 'n' roll; chuck berry; rhythm and blues; blues rock; rock'n'roll; singer-songwriter; male vocalists; classic; usa; legend; rock-n-roll; rock & roll; jazz; missouri; 70s; soul; pop; 50's; soundtrack; rnb; st. louis; guitar virtuoso
apocalypse,cigarettes after sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,f,major,37,17,47,2,46,11,3,united states,dream pop; shoegaze; seen live; slowcore; lo-fi; ambient pop; indie; pop; indie pop; usa; bedroomcore; alternative; ambient; american; dreampop; atmospheric; 10s; el paso; united states; rock; soul; new york; indie rock; sad; sadcore; brooklyn; smooth; nyc; ethereal; darkwave; male vocalists; texas; live gesehen; neo soul; boring; soul pop; all; to listen to; showgaze; oon kayny kattomassa; unitedstates; oke; north american; us american; h0t; special-bands; sochilounge; shoegaze ; bedrommcore; my wedding artists; sexo puro; el paso indie
love nwantiti (ah ah ah),ckay,1,2019,7,26,5669,2,726837877,74,0,262,14,,93,f,minor,74,53,73,61,0,13,4,nan,nan
love nwantiti - remix,"ckay, ax'el, dj yo!",3,2019,8,30,2696,0,540539717,42,2,57,0,,120,g#,major,58,44,60,44,9,5,6,nan,nan
players,coi leray,1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,f#,major,95,62,52,3,0,5,16,nan,nan
the scientist,coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,f,major,56,21,44,73,0,11,2,united kingdom,rock; alternative; britpop; alternative rock; indie; british; seen live; coldplay; pop; indie rock; pop rock; piano rock; uk; soft rock; mellow; male vocalists; chillout; piano; 00s; chill; favorites; indie pop; acoustic; singer-songwriter; emo; english; love; classic rock; electronic; brit rock; brit pop; overrated; 90s; pop-rock; cold play; favourites; britrock; relax
viva la vida,coldplay,1,2008,1,1,33898,62,1592909789,233,0,"4,095",9,0,138,f,minor,49,42,62,9,0,11,3,united kingdom,rock; alternative; britpop; alternative rock; indie; british; seen live; coldplay; pop; indie rock; pop rock; piano rock; uk; soft rock; mellow; male vocalists; chillout; piano; 00s; chill; favorites; indie pop; acoustic; singer-songwriter; emo; english; love; classic rock; electronic; brit rock; brit pop; overrated; 90s; pop-rock; cold play; favourites; britrock; relax
sparks,coldplay,1,2000,7,10,10826,4,624101957,24,0,805,0,0,103,c#,major,37,17,27,75,5,10,3,united kingdom,rock; alternative; britpop; alternative rock; indie; british; seen live; coldplay; pop; indie rock; pop rock; piano rock; uk; soft rock; mellow; male vocalists; chillout; piano; 00s; chill; favorites; indie pop; acoustic; singer-songwriter; emo; english; love; classic rock; electronic; brit rock; brit pop; overrated; 90s; pop-rock; cold play; favourites; britrock; relax
my universe,"coldplay, bts",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,a,major,58,42,68,1,0,14,4,nan,nan
heather,conan gray,1,2020,3,20,6170,7,1301799902,82,1,231,0,2,92,f,major,47,25,43,62,0,32,3,united states,nan
gangsta's paradise,"coolio, l.v.",2,1995,7,11,10624,17,1357608774,21,0,386,0,,80,g#,major,63,40,61,9,0,56,6,nan,nan
have you ever seen the rain?,creedence clearwater revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116,nan,major,74,76,70,7,0,13,3,united states,classic rock; rock; southern rock; 60s; folk; blues; rock and roll; blues rock; oldies; american; 70s; country rock; folk rock; creedence clearwater revival; swamp rock; country; roots rock; ccr; rock n roll; usa; hard rock; california; classic; male vocalists; americana; creedence; indie
una noche en medellï¿½,cris mj,1,2022,1,21,5415,32,682475162,46,16,53,1,2,96,a#,minor,87,82,53,10,0,5,8,nan,nan
here with me,d4vd,1,2022,7,17,3246,23,635412045,94,85,68,1,84,132,e,major,58,27,48,50,0,12,3,nan,nan
romantic homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,f#,major,56,20,55,45,1,32,3,nan,nan
rumbatï¿½,daddy yankee,1,2022,3,25,1264,0,157990698,20,4,52,0,1,95,d#,minor,69,90,91,6,0,35,4,united states,reggaeton; latin; hip-hop; spanish; rap; daddy yankee; hip hop; dancehall; puerto rico; mierda; dance; brutal death metal; black metal; officially shit; latino; shit; pop; puerto rican; metal; male vocalists; basura; reggae; rnb; bullshit; espanol; justin bieber; daddy; seen live; 00s; crap; rock; urban; hiphop
gasolina,daddy yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,454,96,nan,major,86,74,80,33,0,8,6,united states,reggaeton; latin; hip-hop; spanish; rap; daddy yankee; hip hop; dancehall; puerto rico; mierda; dance; brutal death metal; black metal; officially shit; latino; shit; pop; puerto rican; metal; male vocalists; basura; reggae; rnb; bullshit; espanol; justin bieber; daddy; seen live; 00s; crap; rock; urban; hiphop
la santa,"daddy yankee, bad bunny",2,2020,2,29,4890,20,759208783,52,42,100,0,0,93,c#,major,74,59,87,3,0,8,5,nan,nan
x ï¿½ï¿½ltima,"daddy yankee, bad bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,g,major,81,59,83,9,0,11,5,nan,nan
fuera del mercado,danny ocean,1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,g#,major,45,27,67,32,0,13,14,nan,nan
christmas (baby please come home),darlene love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,d#,major,34,35,76,39,0,8,5,united states,soul; pop; female vocalists; 60s; christmas; phil spector; oldies; american; girl groups; female vocalist; rhythm and blues; rock; usa; california; darlene love; 50s; wall of sound; girl group; girl pop; classic rock; female; jazz; 80s; blues; r&b; r and b; rnb; 60s girls; girl group sound; musical theater people; relevant magazine christmas; hip-hop; indie; rockabilly; country; 70s; rap; hard rock; singer-songwriter; australian; urban; soft rock; brill building pop; funk; quirky; 90s; fox; retro; download; new orleans; deutsch; garage rock; german; dutch; powerpop; doo wop; 00s; 60's; 2013; female vocal; los angeles; favourites; lesser known yet streamable artists; female singers; chicago blues; northern soul; vintage; old school soul; weihnachten; russia; nederlandstalig; america; hawthorne; actress; all; pra; christmas music; xmas motown; all music; north america; spotify; blues harmonica blues; theme time radio hour; merry christmas; home alone; spector; the girls; the ugly; early rnb; leo; phil spector genius; unicornmeat; rnb-urban; variete anglo-saxonne; home collection; switzerrock; christmas classic; boogiewoogieflu; need to rate; blax
starlight,dave,1,2022,3,3,1856,3,229473310,29,40,31,1,1,124,g,major,95,36,37,35,0,10,28,netherlands,french; chanson francaise; hip-hop; chanson; pop; rap; grime; hip hop; 80s; seen live; british; uk; industrial; oldies; france; eurobeat; spotify; radio nostalgie; 60s; 70s; surf; french pop; new zealand; swan; instrumental hip hop; rnb; dutch; male vocalists; time; the netherlands; david; british hip hop; english hip hop; low bap; 6 stars; hop-hop; annees 80; bide et musique; hasbeen; hellenic low-bap; levenbach
sprinter,"dave, central cee",2,2023,6,1,2186,91,183706234,67,213,88,17,946,141,c#,major,92,66,58,19,0,8,24,nan,nan
baby don't hurt me,"david guetta, anne-marie, coi leray",3,2023,4,6,4277,66,177740666,145,111,213,11,810,128,g,major,60,23,91,0,0,12,3,nan,nan
crazy what love can do,"david guetta, ella henderson, becky hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,e,minor,60,46,71,3,0,16,4,nan,nan
don't you worry,"david guetta, shakira, black eyed peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,b,major,82,49,88,20,0,21,3,nan,nan
daylight,david kushner,1,2023,4,14,3528,98,387570742,80,156,182,24,"1,281",130,d,minor,51,32,43,83,0,9,3,nan,nan
miserable man,david kushner,1,2022,1,7,788,0,124407432,13,0,32,1,0,110,a#,major,63,31,35,93,0,29,3,nan,nan
how do i say goodbye,dean lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,g#,major,40,39,64,21,0,7,7,nan,nan
let it snow! let it snow! let it snow!,dean martin,1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,c#,major,45,72,24,91,0,18,4,united states,jazz; swing; oldies; easy listening; lounge; rat pack; male vocalists; crooners; dean martin; 50s; american; 60s; crooner; pop; vocal jazz; jazz vocal; big band; vocal; christmas; blues; romantic; country; standards; male vocalist; dino; 40s; usa; italian; ohio; traditional pop; retro; cool; classic rock; classic; mellow; vocal pop
